"product","sub_product","issue","sub_issue","consumer_complaint_narrative","company_public_response","company","state","tags","consumer_consent_provided","submitted_via","date_sent_to_company","company_response_to_consumer","timely_response","consumer_disputed."
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","TX","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Debt collection","Mortgage","Disclosure verification of debt","Not given enough info to verify debt","Yes","Company chooses not to provide a public response","Wells Fargo & Company","CA","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Bankruptcy","Blank","Yes","Blank","JPMorgan Chase & Co.","CA","Older American","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Advertising and marketing","Blank","Yes","Blank","Amex","FL","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","Experian","MI","Servicemember","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company chooses not to provide a public response","Bank of America","FL","Blank","Blank","Referral","01","Closed with explanation","Yes","Yes"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Blank","Company chooses not to provide a public response","Bank of America","AL","Blank","Blank","Referral","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Rewards","Blank","Blank","Blank","Amex","CA","Older American","Blank","Phone","01","Closed with explanation","Yes","Yes"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","U.S. Bancorp","IL","Blank","Blank","Referral","02","Closed with explanation","Yes","Yes"
"Mortgage","VA mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","JPMorgan Chase & Co.","ME","Servicemember","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Yes","Blank","PNC Bank N.A.","MD","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Other","Blank","Yes","Company chooses not to provide a public response","Citibank","FL","Older American","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","No notice of investigation status/result","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","GA","Blank","Consent not provided","Web","02","Closed with non-monetary relief","Yes","Yes"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Nationstar Mortgage","CA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Company believes it acted appropriately as authorized by contract or law","Ditech Financial LLC","HI","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Billing disputes","Blank","Blank","Blank","JPMorgan Chase & Co.","NY","Older American","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Student loan","Non-federal student loan","Dealing with my lender or servicer","Received bad information about my loan","Yes","Blank","Navient Solutions, Inc.","OH","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Blank","JPMorgan Chase & Co.","OH","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit monitoring or identity protection","Problem with fraud alerts","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Blank","Blank","Phone","02","Closed with non-monetary relief","Yes","Yes"
"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Blank","Blank","Navient Solutions, Inc.","AZ","Older American","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Blank","Blank","Equifax","CA","Blank","Blank","Phone","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Credit line increase/decrease","Blank","Blank","Company chooses not to provide a public response","Citibank","CA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Yes","Blank","Equifax","NV","Older American","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Closing/Cancelling account","Blank","Blank","Company chooses not to provide a public response","Bank of America","MA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Closing/Cancelling account","Blank","Blank","Blank","JPMorgan Chase & Co.","MA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Billing disputes","Blank","Yes","Blank","Synchrony Financial","NC","Older American, Servicemember","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Billing disputes","Blank","Blank","Blank","Synchrony Financial","OH","Blank","Consent not provided","Web","01","Closed with monetary relief","Yes","Yes"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan servicing, payments, escrow account","Blank","Yes","Company believes it acted appropriately as authorized by contract or law","Select Portfolio Servicing, Inc","IL","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Blank","Equifax","MI","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit monitoring or identity protection","Problem with fraud alerts","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","GA","Older American","Consent not provided","Web","02","Closed with non-monetary relief","Yes","Yes"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Yes","Company believes it acted appropriately as authorized by contract or law","Ditech Financial LLC","VA","Blank","Consent provided","Web","01","Closed with non-monetary relief","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","Experian","MD","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Yes","Blank","Ocwen","TX","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Blank","Equifax","FL","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Blank","Equifax","MI","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Blank","Equifax","CA","Blank","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Mortgage","VA mortgage","Loan servicing, payments, escrow account","Blank","Yes","Company chooses not to provide a public response","Citibank","TX","Blank","Consent provided","Web","02","Closed with non-monetary relief","Yes","Yes"
"Mortgage","Other mortgage","Other","Blank","Blank","Blank","JPMorgan Chase & Co.","MA","Blank","Blank","Referral","01","Closed with explanation","Yes","Yes"
"Consumer Loan","Vehicle loan","Problems when you are unable to pay","Blank","Blank","Blank","Capital One","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Yes","Blank","Equifax","WA","Blank","Consent provided","Web","01","Closed with explanation","Yes","Yes"
"Credit card","Blank","Closing/Cancelling account","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","NY","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Blank","Blank","Equifax","CA","Servicemember","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit monitoring or identity protection","Billing dispute","Blank","Company chooses not to provide a public response","Experian","OR","Older American","Blank","Phone","01","Closed with monetary relief","Yes","Yes"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Company chooses not to provide a public response","Bank of America","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting report or credit score","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NJ","Blank","Blank","Phone","01","Closed with explanation","Yes","Yes"
"Mortgage","VA mortgage","Settlement process and costs","Blank","Yes","Blank","Nationstar Mortgage","TX","Servicemember","Consent provided","Web","02","Closed with explanation","Yes","Yes"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Blank","Blank","Nationstar Mortgage","CA","Blank","Consent not provided","Web","02","Closed with explanation","Yes","Yes"
